Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;20.10.2018;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20042215;ÜBOL MC;ÜBOL Ost;HV Oberviechtach;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;14:45;240345;Regensburg, Halle am Oberen Wöhrd;24013409;BZL M;Bezirksliga Staffel Ost;TS Regensburg;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;15:00;240260;Nabburg, Sporthalle Gymnasium;24024203;BZK F;Bezirksklasse Staffel Mitte;Nabburg/Schwarzenfeld II;HSG SGS Erl/HC Niederl II;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;15:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24023004;BZL F;Bezirksliga Staffel West;TSV Winkelhaid II;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;15:00;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20033212;ÜBL MA;ÜBL Ost;Nabburg/Schwarzenfeld;SG Moosburg e.V.;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;15:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;24023407;BZL F;Bezirksliga Staffel Ost;ASV 1863 Cham;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;15:30;240102;Forchheim, Sporthalle Realschule;24022023;BZOL F;Bezirksoberliga;HC Forchheim;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20037115;ÜBOL MB;ÜBOL Nordost;HV Oberviechtach;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;16:30;240340;Regensburg, Sporthalle ESV 27;20021038;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;16:45;240345;Regensburg, Halle am Oberen Wöhrd;24023406;BZL F;Bezirksliga Staffel Ost;TS Regensburg;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24013006;BZL M;Bezirksliga Staffel West;TSV Winkelhaid;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20038211;ÜBL MB;ÜBL Nord-Ost;JSG Nürnberger Land;TSV 04 Feucht II;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;17:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24022024;BZOL F;Bezirksoberliga;Nabburg/Schwarzenfeld;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;17:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;24013410;BZL M;Bezirksliga Staffel Ost;ASV 1863 Cham II;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;17:30;240102;Forchheim, Sporthalle Realschule;24012023;BZOL M;Bezirksoberliga;HC Forchheim;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;19:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24012024;BZOL M;Bezirksoberliga;Nabburg/Schwarzenfeld;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;19:30;240102;Forchheim, Sporthalle Realschule;24013009;BZL M;Bezirksliga Staffel West;HC Forchheim II;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;20.10.2018;19:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20011042;LLM;Landesliga Staffel N;ASV 1863 Cham;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;12:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;20063319;ÜBL WC;ÜBL Nordost 1;SG Naabtal;HC Deggendorf;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;14:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24022021;BZOL F;Bezirksoberliga;SG Naabtal;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;14:30;240260;Nabburg, Sporthalle Gymnasium;24014204;BZK M;Bezirksklasse Staffel Mitte;Nabburg/Schwarzenfeld II;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;14:30;240263;Neunburg v. W., Hauptschulturnhalle;20063317;ÜBL WC;ÜBL Nordost 1;FC Neunburg v.W.;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;14:30;240460;Wackersdorf, Schulsporthalle;20043316;ÜBL MC;ÜBL Ost;TV Wackersdorf;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;14:30;240140;Hemau, Tangrintel-Halle;20032124;ÜBOL MA;ÜBOL Nordost;HG Hemau/Beratzhausen;HSV Hochfranken;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;16:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24012021;BZOL M;Bezirksoberliga;SG Naabtal;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;16:15;240460;Wackersdorf, Schulsporthalle;20032123;ÜBOL MA;ÜBOL Nordost;TV Wackersdorf;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;16:30;240263;Neunburg v. W., Hauptschulturnhalle;20031026;LL MA;Landesliga Staffel Nord;FC Neunburg v.W.;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;21.10.2018;18:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24014806;BZK M;Bezirksklasse Staffel Süd;SG Naabtal II;TV Bad Kötzting;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;20010046;BY M;Bayernliga;SG Regensburg;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;20020044;BY F;Bayernliga;HC Erlangen;HG Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;20035034;BY MB;Bayernliga;TV 77 Lauf;HC Erlangen;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24014208;BZK M;Bezirksklasse Staffel Mitte;SG Auerbach/Pegnitz III;HC Sulzb.Rosenb. III;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24024405;BZK F;Bezirksklasse Staffel Ost;DJK Weiden;ESV 27 Regensbg. III;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24014808;BZK M;Bezirksklasse Staffel Süd;TSV Neutraubling II;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24014009;BZK M;Bezirksklasse Staffel West;HC Hersbruck e.V II;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24024007;BZK F;Bezirksklasse Staffel West;TV Hilpoltstein;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24024006;BZK F;Bezirksklasse Staffel West;SC Eltersdorf II;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24023408;BZL F;Bezirksliga Staffel Ost;SG Regensburg II;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24023409;BZL F;Bezirksliga Staffel Ost;Mintraching/Neutraubling II;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24023007;BZL F;Bezirksliga Staffel West;SC Eltersdorf;TSV Winkelhaid II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24013013;BZL M;Bezirksliga Staffel West;SG Auerbach/Pegnitz II;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24023008;BZL F;Bezirksliga Staffel West;HSG Berching/Pollanten;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24023009;BZL F;Bezirksliga Staffel West;DJK SV Berg;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24013014;BZL M;Bezirksliga Staffel West;HC Hersbruck e.V;HC Forchheim II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24013011;BZL M;Bezirksliga Staffel West;TSV Röthenbach;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24022027;BZOL F;Bezirksoberliga;SG Regensburg;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24022025;BZOL F;Bezirksoberliga;TSV Röthenbach;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24012027;BZOL M;Bezirksoberliga;HSG SGS Erl/HC Niederl;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24012028;BZOL M;Bezirksoberliga;SG Regensburg II;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24012030;BZOL M;Bezirksoberliga;TSV Neutraubling;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;24012025;BZOL M;Bezirksoberliga;ESV 27 Regensbg.;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;20031034;LL MA;Landesliga Staffel Nord;TV 77 Lauf;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;00:00;;;2004126;LL MC;Landesliga Staffel Nord;HC Erlangen;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;15:00;240002;Amberg, Gregor-Mendel-Gymnasium;24024207;BZK F;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;15:00;240300;Obertraubling, Leo Graß Sportzentrum;24014807;BZK M;Bezirksklasse Staffel Süd;SV Obertraubling II;TB 03 Roding;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;16:00;240301;Oberviechtach, Sporthalle Gymnasium;24022026;BZOL F;Bezirksoberliga;HV Oberviechtach;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;17:00;240144;Herzogenaurach, Sporthalle Mittelschule;24014007;BZK M;Bezirksklasse Staffel West;TS Herzogenaurach III;HSG SGS Erl/HC Niederl III;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;17:00;240180;Kelheim, städtische Sporthalle;24023410;BZL F;Bezirksliga Staffel Ost;ATSV Kelheim e.V;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;17:00;240002;Amberg, Gregor-Mendel-Gymnasium;24022030;BZOL F;Bezirksoberliga;HG im TV 1861 Amberg e.V.;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;17:00;240263;Neunburg v. W., Hauptschulturnhalle;24022028;BZOL F;Bezirksoberliga;FC Neunburg v.W.;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;17:30;240300;Obertraubling, Leo Graß Sportzentrum;20021049;LLF;Landesliga Staffel N;SV Obertraubling;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;18:00;240460;Wackersdorf, Schulsporthalle;24024206;BZK F;Bezirksklasse Staffel Mitte;TV Wackersdorf;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;18:00;240301;Oberviechtach, Sporthalle Gymnasium;24013412;BZL M;Bezirksliga Staffel Ost;HV Oberviechtach;HC Weiden II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;18:00;240005;Auerbach, Helmut-Ott-Halle;20011049;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;18:30;240140;Hemau, Tangrintel-Halle;24013411;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;19:00;240263;Neunburg v. W., Hauptschulturnhalle;24013413;BZL M;Bezirksliga Staffel Ost;FC Neunburg v.W.;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;19:00;240180;Kelheim, städtische Sporthalle;24013415;BZL M;Bezirksliga Staffel Ost;ATSV Kelheim e.V;ASV 1863 Cham II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;19:00;240002;Amberg, Gregor-Mendel-Gymnasium;24013015;BZL M;Bezirksliga Staffel West;HG im TV 1861 Amberg e.V.;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;19:00;240144;Herzogenaurach, Sporthalle Mittelschule;24013012;BZL M;Bezirksliga Staffel West;TS Herzogenaurach II;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021045;LLF;Landesliga Staffel N;TSV Winkelhaid;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;20:00;240301;Oberviechtach, Sporthalle Gymnasium;24014207;BZK M;Bezirksklasse Staffel Mitte;HV Oberviechtach II;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;20:00;240460;Wackersdorf, Schulsporthalle;24014209;BZK M;Bezirksklasse Staffel Mitte;TV Wackersdorf;HG im TV 1861 Amberg e.V. II;="0:0";="0:0";;;;;;;;
Sat.;27.10.2018;20:00;240300;Obertraubling, Leo Graß Sportzentrum;24013414;BZL M;Bezirksliga Staffel Ost;SV Obertraubling;TS Regensburg;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;12:30;240000;Altdorf, Schulturnhalle Grundschule;24014008;BZK M;Bezirksklasse Staffel West;TV 1881 Altdorf II;SV Buckenhofen II;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;12:30;240145;Herzogenaurach, Sporthalle Gymnasium;20021046;LLF;Landesliga Staffel N;TS Herzogenaurach II;HSG Pleichach;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;14:30;240145;Herzogenaurach, Sporthalle Gymnasium;20020046;BY F;Bayernliga;TS Herzogenaurach;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;14:30;240000;Altdorf, Schulturnhalle Grundschule;24022029;BZOL F;Bezirksoberliga;TV 1881 Altdorf;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;24012026;BZOL M;Bezirksoberliga;TS Herzogenaurach;HC Weiden;="0:0";="0:0";;;;;;;;
Sun.;28.10.2018;16:30;240000;Altdorf, Schulturnhalle Grundschule;24012029;BZOL M;Bezirksoberliga;TV 1881 Altdorf;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20060012;BY WC;Bayernliga;HC Erlangen;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20020054;BY F;Bayernliga;Mintraching/Neutraubling;ASV Dachau;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20045020;BY WB;Bayernliga;ESV 27 Regensbg.;TSV EBE Forst United;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20045024;BY WB;Bayernliga;HC Erlangen;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014212;BZK M;Bezirksklasse Staffel Mitte;DJK Weiden;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014210;BZK M;Bezirksklasse Staffel Mitte;HC Sulzb.Rosenb. III;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024208;BZK F;Bezirksklasse Staffel Mitte;SG Rohr/Pavelsbach III;HSG SGS Erl/HC Niederl II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024209;BZK F;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014211;BZK M;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;SG Auerbach/Pegnitz III;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024406;BZK F;Bezirksklasse Staffel Ost;Mintraching/Neutraubling III;TSV Bad Abbach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024407;BZK F;Bezirksklasse Staffel Ost;DJK Weiden;SV Obertraubling II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014810;BZK M;Bezirksklasse Staffel Süd;TSV Neutraubling II;SV Obertraubling II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014809;BZK M;Bezirksklasse Staffel Süd;Schierling/Langquaid;SG Regensburg III;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014011;BZK M;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf II;TV 1881 Altdorf II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024009;BZK F;Bezirksklasse Staffel West;HSG Pyrbaum/Seligenporten II;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24014010;BZK M;Bezirksklasse Staffel West;SV Buckenhofen II;HSG SGS Erl/HC Niederl II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24024008;BZK F;Bezirksklasse Staffel West;SG Rohr/Pavelsbach II;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24023412;BZL F;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24023411;BZL F;Bezirksliga Staffel Ost;HC Weiden;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013417;BZL M;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013416;BZL M;Bezirksliga Staffel Ost;HC Weiden II;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013017;BZL M;Bezirksliga Staffel West;SV Buckenhofen;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013019;BZL M;Bezirksliga Staffel West;HG im TV 1861 Amberg e.V.;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013016;BZL M;Bezirksliga Staffel West;HG Eckental;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24023010;BZL F;Bezirksliga Staffel West;SV Buckenhofen;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24013020;BZL M;Bezirksliga Staffel West;SG DJK Erlangen/Baiersdorf;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24023011;BZL F;Bezirksliga Staffel West;DJK SV Berg;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24023012;BZL F;Bezirksliga Staffel West;HSG Pyrbaum/Seligenporten;TSV Winkelhaid II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24022031;BZOL F;Bezirksoberliga;SG Rohr/Pavelsbach;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24012033;BZOL M;Bezirksoberliga;TV Erl.-Bruck III;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24022033;BZOL F;Bezirksoberliga;TV Erl.-Bruck;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24022035;BZOL F;Bezirksoberliga;HG im TV 1861 Amberg e.V.;TV 1881 Altdorf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24012031;BZOL M;Bezirksoberliga;HC Weiden;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;24012035;BZOL M;Bezirksoberliga;TSV Neutraubling;TV 1881 Altdorf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20011050;LLM;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20011053;LLM;Landesliga Staffel N;TV Erl.-Bruck II;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20021051;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20021050;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Volkach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;2004131;LL MC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HC Erlangen;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;240102;Forchheim, Sporthalle Realschule;20061020;LL WC;Landesliga Staffel Nord;HC Forchheim;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20051021;LL WA;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HSV Hochfranken;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20052114;ÜBOL WA;ÜBOL Mitte;TSV 04 Feucht;TV Roßtal;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20052213;ÜBOL WA;ÜBOL Mitte-Ost;HSG Pyrbaum/Seligenporten;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20052214;ÜBOL WA;ÜBOL Mitte-Ost;DJK SV Berg;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20062114;ÜBOL WC;ÜBOL Nordost;SV Buckenhofen;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20057116;ÜBOL WB;ÜBOL Nordost;FC Neunburg v.W.;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20062115;ÜBOL WC;ÜBOL Nordost;SG Regensburg;Mintraching/Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;00:00;;;20057119;ÜBOL WB;ÜBOL Nordost;TV Hilpoltstein;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;11:00;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20063312;ÜBL WC;ÜBL Nordost 1;JHG Regendreieck;HSG Bayerwald;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;12:25;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20058209;ÜBL WB;ÜBL Ost;JHG Regendreieck;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;14:00;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20042212;ÜBOL MC;ÜBOL Ost;JHG Regendreieck;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;14:45;240345;Regensburg, Halle am Oberen Wöhrd;24013418;BZL M;Bezirksliga Staffel Ost;TS Regensburg;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;15:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20032116;ÜBOL MA;ÜBOL Nordost;JHG Regendreieck;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;17:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24024210;BZK F;Bezirksklasse Staffel Mitte;SG Naabtal II;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;17:00;240180;Kelheim, städtische Sporthalle;24023413;BZL F;Bezirksliga Staffel Ost;ATSV Kelheim e.V;Mintraching/Neutraubling II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;17:15;240260;Nabburg, Sporthalle Gymnasium;24022036;BZOL F;Bezirksoberliga;Nabburg/Schwarzenfeld;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;17:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;24013420;BZL M;Bezirksliga Staffel Ost;ASV 1863 Cham II;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;17:30;240300;Obertraubling, Leo Graß Sportzentrum;20021055;LLF;Landesliga Staffel N;SV Obertraubling;HSG Mainfranken;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;18:00;;;24014012;BZK M;Bezirksklasse Staffel West;SC Uttenreuth;HC Hersbruck e.V II;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;18:00;240005;Auerbach, Helmut-Ott-Halle;20011055;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;TV Roßtal;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;18:00;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20032107;ÜBOL MA;ÜBOL Nordost;JHG Regendreieck;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;19:00;240180;Kelheim, städtische Sporthalle;24013419;BZL M;Bezirksliga Staffel Ost;ATSV Kelheim e.V;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;19:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24022032;BZOL F;Bezirksoberliga;SG Naabtal;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;19:15;240260;Nabburg, Sporthalle Gymnasium;24012036;BZOL M;Bezirksoberliga;Nabburg/Schwarzenfeld;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;03.11.2018;19:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20011056;LLM;Landesliga Staffel N;ASV 1863 Cham;HSV Hochfranken;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;11:00;240260;Nabburg, Sporthalle Gymnasium;20062113;ÜBOL WC;ÜBOL Nordost;Nabburg/Schwarzenfeld;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;12:00;240301;Oberviechtach, Sporthalle Gymnasium;20042224;ÜBOL MC;ÜBOL Ost;HV Oberviechtach;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;12:45;240260;Nabburg, Sporthalle Gymnasium;20052212;ÜBOL WA;ÜBOL Mitte-Ost;Nabburg/Schwarzenfeld;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
