Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;02.02.2019;00:00;;;24022073;BZOL F;Bezirksoberliga;SG Regensburg;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24012076;BZOL M;Bezirksoberliga;TSV Neutraubling;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;24022074;BZOL F;Bezirksoberliga;FC Neunburg v.W.;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24012073;BZOL M;Bezirksoberliga;HSG SGS Erl/HC Niederl;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24012074;BZOL M;Bezirksoberliga;SG Regensburg II;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20011104;LLM;Landesliga Staffel N;TV Erl.-Bruck II;TV Münchberg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;2004110;LL MC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20031013;LL MA;Landesliga Staffel Nord;FC Neunburg v.W.;HC 03 Bamberg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20058354;ÜBL WB;ÜBL Mitte;SC Eltersdorf;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043451;ÜBL MC;ÜBL Mitte;HG Eckental;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043450;ÜBL MC;ÜBL Mitte;SG Rohr/Pavelsbach;HG Ansbach II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043454;ÜBL MC;ÜBL Mitte;SC Eltersdorf;TV Roßtal II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20038343;ÜBL MB;ÜBL Mitte;HC Erlangen IV;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20058352;ÜBL WB;ÜBL Mitte;SpVgg Diepersd.;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20038340;ÜBL MB;ÜBL Mitte;HSG SGS Erl/HC Niederl;HG Ansbach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20058141;ÜBL WB;ÜBL Nord;SG Auerbach/Pegnitz;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043150;ÜBL MC;ÜBL Nord 1;HSG SGS Erl/HC Niederl;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043154;ÜBL MC;ÜBL Nord 1;HC Forchheim;SG Bad Rodach/Großw.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063232;ÜBL WC;ÜBL Nord 2;SG Auerbach/Pegnitz;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20038233;ÜBL MB;ÜBL Nord-Ost;TV 77 Lauf II;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20038231;ÜBL MB;ÜBL Nord-Ost;HC Erlangen III;TSV 04 Feucht II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20038232;ÜBL MB;ÜBL Nord-Ost;HG im TV 1861 Amberg e.V.;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063350;ÜBL WC;ÜBL Nordost 1;SG Post/Süd Regensburg;HC Deggendorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063351;ÜBL WC;ÜBL Nordost 1;JHG Regendreieck;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063443;ÜBL WC;ÜBL Nordost 2;TV Hilpoltstein;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063441;ÜBL WC;ÜBL Nordost 2;HG Eckental;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063440;ÜBL WC;ÜBL Nordost 2;DJK Neumarkt;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063442;ÜBL WC;ÜBL Nordost 2;DJK SV Berg;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20063032;ÜBL WC;ÜBL Nordwest;HSG SGS Erl/HC Niederl;HSG Volkach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20033232;ÜBL MA;ÜBL Ost;TS Regensburg;SC Eching;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20058241;ÜBL WB;ÜBL Ost;HSG Berching/Pollanten;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043350;ÜBL MC;ÜBL Ost;HC Sulzb.Rosenb. II;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043354;ÜBL MC;ÜBL Ost;HC Weiden;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20043351;ÜBL MC;ÜBL Ost;SG Regensburg;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20043352;ÜBL MC;ÜBL Ost;FC Neunburg v.W.;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20058240;ÜBL WB;ÜBL Ost;JHG Regendreieck;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20052131;ÜBOL WA;ÜBOL Mitte;TSV 04 Feucht;TSV Katzwang 05;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20042156;ÜBOL MC;ÜBOL Mitte-Nord;SG Auerbach/Pegnitz;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20052232;ÜBOL WA;ÜBOL Mitte-Ost;HC Weiden;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20052233;ÜBOL WA;ÜBOL Mitte-Ost;DJK SV Berg;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20052231;ÜBOL WA;ÜBOL Mitte-Ost;HSG Pyrbaum/Seligenporten;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20062132;ÜBOL WC;ÜBOL Nordost;HC Weiden;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20032155;ÜBOL MA;ÜBOL Nordost;TSV Neutraubling;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20037134;ÜBOL MB;ÜBOL Nordost;DJK Neumarkt;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20037136;ÜBOL MB;ÜBOL Nordost;HC Hersbruck e.V;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20032158;ÜBOL MA;ÜBOL Nordost;HG im TV 1861 Amberg e.V.;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20032157;ÜBOL MA;ÜBOL Nordost;JHG Regendreieck;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20062131;ÜBOL WC;ÜBOL Nordost;SG Regensburg;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20062133;ÜBOL WC;ÜBOL Nordost;SV Buckenhofen;TV Münchberg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20032156;ÜBOL MA;ÜBOL Nordost;SG Auerbach/Pegnitz;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20037135;ÜBOL MB;ÜBOL Nordost;SG Auerbach/Pegnitz;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20042234;ÜBOL MC;ÜBOL Ost;HC Hersbruck e.V;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;12:30;240000;Altdorf, Schulturnhalle Grundschule;24022075;BZOL F;Bezirksoberliga;TV 1881 Altdorf;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;13:30;240300;Obertraubling, Leo Graß Sportzentrum;24024418;BZK F;Bezirksklasse Staffel Ost;SV Obertraubling II;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20051005;LL WA;Landesliga Staffel Nord;HV Oberviechtach;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;14:30;240000;Altdorf, Schulturnhalle Grundschule;24012075;BZOL M;Bezirksoberliga;TV 1881 Altdorf;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;14:30;240144;Herzogenaurach, Sporthalle Mittelschule;20062032;ÜBOL WC;ÜBOL Nord;TS Herzogenaurach;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;14:45;240140;Hemau, Tangrintel-Halle;20063354;ÜBL WC;ÜBL Nordost 1;HG Hemau/Beratzhausen;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;15:00;240002;Amberg, Gregor-Mendel-Gymnasium;20051008;LL WA;Landesliga Staffel Nord;HG im TV 1861 Amberg e.V.;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;15:00;240180;Kelheim, städtische Sporthalle;20043353;ÜBL MC;ÜBL Ost;ATSV Kelheim e.V;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;15:30;240300;Obertraubling, Leo Graß Sportzentrum;24014825;BZK M;Bezirksklasse Staffel Süd;SV Obertraubling II;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;15:30;240102;Forchheim, Sporthalle Realschule;24022077;BZOL F;Bezirksoberliga;HC Forchheim;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;16:00;240301;Oberviechtach, Sporthalle Gymnasium;24022078;BZOL F;Bezirksoberliga;HV Oberviechtach;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;16:00;240144;Herzogenaurach, Sporthalle Mittelschule;20042157;ÜBOL MC;ÜBOL Mitte-Nord;TS Herzogenaurach;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;16:30;240140;Hemau, Tangrintel-Halle;24023435;BZL F;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:00;240024;Bad Kötzting, Sporthalle am Schulzentrum;24014827;BZK M;Bezirksklasse Staffel Süd;TV Bad Kötzting;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:00;240180;Kelheim, städtische Sporthalle;24023434;BZL F;Bezirksliga Staffel Ost;ATSV Kelheim e.V;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:00;240002;Amberg, Gregor-Mendel-Gymnasium;24022076;BZOL F;Bezirksoberliga;HG im TV 1861 Amberg e.V.;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:00;240005;Auerbach, Helmut-Ott-Halle;20011102;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:30;240102;Forchheim, Sporthalle Realschule;24012077;BZOL M;Bezirksoberliga;HC Forchheim;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;17:30;240300;Obertraubling, Leo Graß Sportzentrum;20021110;LLF;Landesliga Staffel N;SV Obertraubling;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;18:00;240366;Spardorf, Sporthalle im Schulzentrum;24014034;BZK M;Bezirksklasse Staffel West;SC Uttenreuth;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;18:00;240301;Oberviechtach, Sporthalle Gymnasium;24013451;BZL M;Bezirksliga Staffel Ost;HV Oberviechtach;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;18:00;240144;Herzogenaurach, Sporthalle Mittelschule;24013051;BZL M;Bezirksliga Staffel West;TS Herzogenaurach II;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;18:30;240140;Hemau, Tangrintel-Halle;24013455;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;ASV 1863 Cham II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;19:00;240180;Kelheim, städtische Sporthalle;24013454;BZL M;Bezirksliga Staffel Ost;ATSV Kelheim e.V;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;19:00;240002;Amberg, Gregor-Mendel-Gymnasium;24013054;BZL M;Bezirksliga Staffel West;HG im TV 1861 Amberg e.V.;HC Forchheim II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021113;LLF;Landesliga Staffel N;TSV Winkelhaid;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;20:00;240300;Obertraubling, Leo Graß Sportzentrum;24013453;BZL M;Bezirksliga Staffel Ost;SV Obertraubling;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;12:15;240460;Wackersdorf, Schulsporthalle;20063352;ÜBL WC;ÜBL Nordost 1;TV Wackersdorf;HSG Bayerwald;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;12:30;240145;Herzogenaurach, Sporthalle Gymnasium;20021107;LLF;Landesliga Staffel N;TS Herzogenaurach II;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;14:00;240460;Wackersdorf, Schulsporthalle;24024225;BZK F;Bezirksklasse Staffel Mitte;TV Wackersdorf;SG Rohr/Pavelsbach III;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20057140;ÜBOL WB;ÜBOL Nordost;HV Oberviechtach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;14:30;240145;Herzogenaurach, Sporthalle Gymnasium;20020107;BY F;Bayernliga;TS Herzogenaurach;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;16:00;240460;Wackersdorf, Schulsporthalle;24014233;BZK M;Bezirksklasse Staffel Mitte;TV Wackersdorf;HC Sulzb.Rosenb. III;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20061005;LL WC;Landesliga Staffel Nord;HV Oberviechtach;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;03.02.2019;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;24012078;BZOL M;Bezirksoberliga;TS Herzogenaurach;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20020114;BY F;Bayernliga;HC Erlangen;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20040013;BY WA;Bayernliga;Mintraching/Neutraubling;HCD Gröbenzell;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20045010;BY WB;Bayernliga;ESV 27 Regensbg.;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20045013;BY WB;Bayernliga;Mintraching/Neutraubling;HC Erlangen;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24014236;BZK M;Bezirksklasse Staffel Mitte;HC Sulzb.Rosenb. III;SG Auerbach/Pegnitz III;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;24014237;BZK M;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24024227;BZK F;Bezirksklasse Staffel Mitte;SG DJK Erlangen/Baiersdorf II;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24024420;BZK F;Bezirksklasse Staffel Ost;ESV 27 Regensbg. III;DJK Weiden;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24014828;BZK M;Bezirksklasse Staffel Süd;TB 03 Roding;SV Obertraubling II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24014037;BZK M;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf II;HC Hersbruck e.V II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24024028;BZK F;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24014035;BZK M;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl III;TS Herzogenaurach III;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24024027;BZK F;Bezirksklasse Staffel West;TV 77 Lauf;SC Eltersdorf II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24014036;BZK M;Bezirksklasse Staffel West;SV Buckenhofen II;TV 1881 Altdorf II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24023436;BZL F;Bezirksliga Staffel Ost;HC Weiden;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013458;BZL M;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013456;BZL M;Bezirksliga Staffel Ost;ESV 27 Regensbg. II;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013457;BZL M;Bezirksliga Staffel Ost;HC Weiden II;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013059;BZL M;Bezirksliga Staffel West;HC Forchheim II;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24023036;BZL F;Bezirksliga Staffel West;SV Buckenhofen;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013058;BZL M;Bezirksliga Staffel West;SV Buckenhofen;SG Auerbach/Pegnitz II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013060;BZL M;Bezirksliga Staffel West;SG DJK Erlangen/Baiersdorf;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24023037;BZL F;Bezirksliga Staffel West;HSG Pyrbaum/Seligenporten;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24013057;BZL M;Bezirksliga Staffel West;HG Eckental;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24012081;BZOL M;Bezirksoberliga;HC Weiden;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24022080;BZOL F;Bezirksoberliga;HG Eckental;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24012080;BZOL M;Bezirksoberliga;HC Erlangen III;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24012079;BZOL M;Bezirksoberliga;ESV 27 Regensbg.;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24012083;BZOL M;Bezirksoberliga;TV Erl.-Bruck III;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24022079;BZOL F;Bezirksoberliga;TSV Röthenbach;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24022081;BZOL F;Bezirksoberliga;SG Rohr/Pavelsbach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;24022083;BZOL F;Bezirksoberliga;TV Erl.-Bruck;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20011109;LLM;Landesliga Staffel N;HC Sulzb.Rosenb.;TV Roßtal;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20021118;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20021117;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Mainfranken;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20061011;LL WC;Landesliga Staffel Nord;ESV 27 Regensbg.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20061012;LL WC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HSV Bergtheim;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20061010;LL WC;Landesliga Staffel Nord;HC Forchheim;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20056012;LL WB;Landesliga Staffel Nord;HC Forchheim;TV Münchberg;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20056011;LL WB;Landesliga Staffel Nord;HC Erlangen II;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20058357;ÜBL WB;ÜBL Mitte;TSV 04 Feucht;TSV Neustadt;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20038347;ÜBL MB;ÜBL Mitte;TV Erl.-Bruck;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20033337;ÜBL MA;ÜBL Mitte;HG Eckental;SG Kernfranken II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20038345;ÜBL MB;ÜBL Mitte;SV Buckenhofen;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20033335;ÜBL MA;ÜBL Mitte;SV Buckenhofen;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20058144;ÜBL WB;ÜBL Nord;SV Buckenhofen;SG Kunstadt-Weidhausen;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20043158;ÜBL MC;ÜBL Nord 1;TV Erl.-Bruck;TS Coburg;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20043156;ÜBL MC;ÜBL Nord 1;SV Buckenhofen;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20043155;ÜBL MC;ÜBL Nord 1;HC Erlangen III;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20038234;ÜBL MB;ÜBL Nord-Ost;TSV 04 Feucht II;TV 77 Lauf II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20063358;ÜBL WC;ÜBL Nordost 1;FC Neunburg v.W.;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20063444;ÜBL WC;ÜBL Nordost 2;HC Hersbruck e.V;DJK Weiden;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20063447;ÜBL WC;ÜBL Nordost 2;HG im TV 1861 Amberg e.V.;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20063445;ÜBL WC;ÜBL Nordost 2;HSG Pyrbaum/Seligenporten;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20063034;ÜBL WC;ÜBL Nordwest;HC Erlangen II;TSV Rothenburg II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20058246;ÜBL WB;ÜBL Ost;Schierling/Langquaid;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20043356;ÜBL MC;ÜBL Ost;TSV 04 Feucht;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20043358;ÜBL MC;ÜBL Ost;HG im TV 1861 Amberg e.V.;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20058247;ÜBL WB;ÜBL Ost;SG Rohr/Pavelsbach;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20038447;ÜBL MB;ÜBL Ost;TSV Neutraubling;ASV Dachau II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20037251;ÜBOL MB;ÜBOL Mitte;HC Forchheim;HC Erlangen II;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20042163;ÜBOL MC;ÜBOL Mitte-Nord;HC Erlangen II;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20042160;ÜBOL MC;ÜBOL Mitte-Nord;TV 77 Lauf;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20052235;ÜBOL WA;ÜBOL Mitte-Ost;SG Rohr/Pavelsbach;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20052234;ÜBOL WA;ÜBOL Mitte-Ost;HC Hersbruck e.V;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20037139;ÜBOL MB;ÜBOL Nordost;HC Sulzb.Rosenb.;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20057147;ÜBOL WB;ÜBOL Nordost;HG Eckental;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20057146;ÜBOL WB;ÜBOL Nordost;HSG Pyrbaum/Seligenporten;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20057144;ÜBOL WB;ÜBOL Nordost;FC Neunburg v.W.;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;09.02.2019;00:00;;;20037140;ÜBOL MB;ÜBOL Nordost;DJK Neumarkt;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
